1	EPG	1
2	CARTOONS	1
3	WEATHER	1
4	SCIFI	1
5	TRAINING	0
100	MTV	1
999	ADULT	0
101	MTV1975	1
102	MTV1976	1
103	MTV1977	1
104	MTV1978	1
105	MTV1979	1
106	MTV1980	1
107	MTV1981	1
108	MTV1982	1
109	MTV1983	1
110	MTV1984	1
111	MTV1985	1
112	MTV1986	1
113	MTV1987	1
114	MTV1988	1
115	MTV1989	1
116	MTV1990	1
117	MTV1991	1
118	MTV1992	1
119	MTV1993	1
120	MTV1994	1
121	MTV1995	1
